name,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c,label
F01_002,0.006915708812260536,0.1055172413793103,0.6873371647509576,0.0321455938697318,1.2087739463601532,0.5934674329501913,0.08883141762452107,0.8052298850574712,0.8720114942528735,0.4078544061302683,0.0,0.0,0.010478927203065137,0.0,0.4954597701149426,0.34544061302682005,0.7651340996168584,0.0,0.0,0.9080459770114944,0.0,0.7969348659003832,0.7662835249042145,0.0,0.3199233716475096,0.5229885057471265,0.921455938697318,0.0,0.0,0.0,0.6781609195402298,0.29693486590038315,0.20114942528735627,0.0,0.9846743295019156,o
F01_003,0.002509578544061303,0.07869731800766283,0.8502107279693485,0.015919540229885055,1.4866091954022989,0.6563984674329499,0.2246934865900383,1.22404214559387,1.0207088122605366,0.6669348659003834,0.0,0.0,0.01522988505747127,0.006340996168582376,1.0350957854406126,0.6920306513409962,0.7496168582375479,0.0,0.0,0.9750957854406128,0.0,1.0,0.9885057471264368,0.0,0.9521072796934864,0.8448275862068966,1.0,0.0,0.0,0.0,0.4463601532567049,0.6551724137931033,0.2088122605363985,0.0,0.9406130268199232,o
F01_004,0.000663265306122449,0.04324829931972789,0.9461904761904759,0.009591836734693878,1.6973299319727897,0.9500510204081634,0.20974489795918372,1.3903061224489788,1.1913265306122451,0.9977721088435374,0.0,0.0,0.005646258503401362,0.0008163265306122447,1.3675000000000002,0.5254421768707479,0.7157142857142859,0.0,0.0,0.965986394557823,0.0,1.0,0.9914965986394556,0.03571428571428571,0.9047619047619048,0.8503401360544217,1.0,0.0,0.0,0.0,0.7653061224489798,0.8979591836734694,0.3605442176870749,0.0,0.9183673469387756,o
F01_005,0.0,0.01815040650406504,0.9454471544715448,0.00036585365853658537,2.36540650406504,1.2691666666666674,0.189979674796748,1.6991260162601631,1.9204674796747965,1.3163414634146338,0.0,0.0,0.010691056910569105,0.08516260162601624,1.8467073170731718,0.1922560975609756,0.6621544715447155,0.0,0.0,0.7601626016260163,0.0,1.0,1.0,0.23373983739837395,0.9410569105691058,0.9390243902439024,0.9817073170731708,0.0,0.0,0.0,0.8617886178861788,0.9552845528455286,0.5711382113821138,0.0,0.6239837398373983,o
F01_006,0.011080246913580248,0.09327160493827164,0.9529320987654322,0.00308641975308642,2.172345679012346,1.0381172839506174,0.14524691358024694,1.604382716049383,1.7316358024691356,1.1829938271604945,0.0,0.0,0.011790123456790123,0.060524691358024685,1.4033024691358027,0.213179012345679,0.9417592592592592,0.0,0.0,1.0,0.0,1.0,1.0,0.006172839506172839,0.8981481481481481,0.9166666666666666,1.0,0.0,0.0,0.0,0.2839506172839506,0.8734567901234568,0.16049382716049385,0.0,0.9074074074074074,o
F01_007,0.0065023474178403755,0.05553990610328638,1.0887323943661968,0.001995305164319249,2.358544600938969,1.307535211267605,0.07307511737089199,1.8273004694835675,1.907863849765258,1.3484272300469489,0.022370892018779343,0.0009154929577464788,0.030140845070422525,0.0868779342723005,1.5976056338028164,0.12784037558685446,0.4636619718309856,0.11737089201877933,0.14553990610328646,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.7323943661971831,0.8755868544600939,0.12676056338028172,0.0,0.34507042253521125,o
F01_009,0.0008173076923076924,0.0019391025641025644,1.1775,0.0,1.874551282051283,1.3197435897435894,0.10624999999999996,1.6545673076923078,1.0564743589743593,1.0751923076923078,0.0008653846153846155,0.3026602564102565,0.01072115384615385,0.04636217948717947,0.7574519230769231,0.12855769230769235,0.06746794871794873,0.00641025641025641,0.10576923076923077,1.0,0.0,1.0,1.0,0.0,1.0,0.5000000000000001,1.0,0.0,0.8269230769230766,0.0,0.6522435897435896,0.0,0.0,0.0,0.0,x
F01_010,0.008836477987421383,0.03157232704402516,1.2750943396226422,0.0008018867924528303,1.943522012578616,1.3665094339622632,0.04047169811320754,1.7303616352201259,1.1505817610062892,1.1190251572327046,0.002830188679245284,0.16298742138364788,0.0304245283018868,0.015000000000000003,1.1807704402515724,0.3011792452830189,0.1231132075471698,0.018867924528301886,0.020440251572327043,1.0,0.0,1.0,1.0,0.0,1.0,0.6650943396226415,1.0,0.006289308176100628,0.4276729559748425,0.0,0.828616352201258,0.2154088050314466,0.19968553459119487,0.0,0.025157232704402517,o
F01_011,0.05579931972789117,0.052210884353741466,1.2512925170068032,0.01908163265306123,1.990884353741496,1.3300510204081633,0.03377551020408162,1.850255102040816,1.1156802721088437,1.2728911564625849,0.003418367346938776,0.06534013605442175,0.034234693877551015,0.002585034013605443,1.0735034013605442,0.2621258503401359,0.1544387755102041,0.22448979591836732,0.5204081632653061,1.0,0.0,1.0,1.0,0.0,1.0,0.7517006802721088,1.0,0.0,0.17857142857142858,0.006802721088435374,0.4506802721088436,0.15476190476190474,0.06462585034013606,0.0,0.08163265306122447,o
F01_013,0.17307692307692307,0.13239316239316234,1.231666666666667,0.17431623931623932,1.7548290598290597,0.9656837606837608,0.02397435897435897,1.8836752136752133,0.7067948717948719,0.9133333333333332,0.002649572649572649,0.14602564102564095,0.0027777777777777783,0.0,1.181623931623932,0.7997008547008546,0.06175213675213675,0.5641025641025641,0.9786324786324786,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5384615384615384,0.0,0.0,0.9957264957264956,0.1153846153846154,0.0,0.02136752136752136,o
F01_014,0.11028911564625853,0.09476190476190477,1.249404761904762,0.12877551020408165,1.7888435374149658,1.054404761904762,0.0585034013605442,1.8542857142857143,0.7814455782312923,0.8816156462585032,0.0005612244897959184,0.15874149659863954,0.008112244897959184,0.0,1.1225680272108849,0.6753061224489794,0.11843537414965988,0.3503401360544217,0.7414965986394557,1.0,0.0,1.0,1.0,0.0,0.9863945578231292,0.0,1.0,0.0,0.4778911564625851,0.0,0.05442176870748298,0.6139455782312926,0.0,0.0,0.11224489795918367,x
F01_015,0.040389610389610385,0.05036796536796536,1.258636363636364,0.06077922077922077,2.0017748917748905,1.2993722943722943,0.053354978354978363,1.8323376623376628,1.0487229437229442,1.0443073593073593,0.00012987012987012987,0.06688311688311686,0.05482683982683983,0.02443722943722944,1.1551082251082252,0.4092207792207791,0.1214718614718615,0.09523809523809523,0.3658008658008658,1.0,0.0,1.0,1.0,0.0,1.0,0.4653679653679653,1.0,0.004329004329004329,0.06493506493506493,0.0021645021645021645,0.4307359307359307,0.2489177489177489,0.056277056277056266,0.0,0.03896103896103897,o
F01_017,0.10571428571428572,0.09275510204081627,1.1356122448979589,0.174421768707483,1.8246938775510209,1.0226190476190478,0.06642857142857142,1.8758503401360551,0.8617006802721091,0.9617006802721088,0.0014625850340136055,0.055680272108843534,0.006292517006802722,0.00010204081632653062,1.1638095238095238,0.8193537414965988,0.11010204081632656,0.2517006802721089,0.9897959183673468,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.006802721088435374,0.9013605442176872,0.11224489795918367,0.0,0.14625850340136054,o
F01_018,0.04682692307692308,0.05112179487179487,1.2264743589743592,0.02958333333333333,1.8453846153846152,1.2394230769230767,0.03692307692307692,1.6657211538461536,0.9263141025641028,1.0132692307692308,4.807692307692308e-05,0.06217948717948719,0.05612179487179485,0.00014423076923076922,1.066378205128205,0.4528044871794869,0.30214743589743603,0.07211538461538461,0.4647435897435897,1.0,0.0,1.0,1.0,0.0,0.9166666666666666,0.1810897435897436,1.0,0.0,0.038461538461538464,0.020833333333333332,0.5913461538461537,0.37820512820512825,0.04647435897435898,0.0,0.13942307692307693,o
F01_019,0.02956709956709956,0.03982683982683982,1.2752813852813851,0.004848484848484849,1.755887445887446,1.5082034632034633,0.010454545454545456,1.5138528138528138,0.8329437229437228,0.8852380952380952,0.001731601731601732,0.08779220779220781,0.02829004329004329,0.0,0.7783982683982682,0.22093073593073603,0.4169264069264069,0.010822510822510822,0.041125541125541135,1.0,0.0,1.0,1.0,0.0,0.8290043290043291,0.05411255411255412,1.0,0.0,0.0974025974025974,0.0021645021645021645,0.8549783549783551,0.049783549783549784,0.045454545454545456,0.0,0.24025974025974026,o
F01_020,0.07639059304703481,0.11347648261758694,1.2780674846625764,0.00554192229038855,1.8041104294478525,1.3163803680981596,0.030316973415132918,1.6491104294478531,0.8771983640081799,0.8676789366053171,0.002341513292433539,0.19216768916155424,0.02566462167689161,3.067484662576687e-05,0.8729754601226994,0.3266257668711655,0.4566359918200407,0.08077709611451941,0.24233128834355824,1.0,0.0,1.0,1.0,0.0,0.9008179959100204,0.219836400817996,1.0,0.0,0.2832310838445808,0.029652351738241305,0.7515337423312883,0.13292433537832313,0.08895705521472395,0.0,0.2280163599182005,o
F01_021,0.0422962962962963,0.07059259259259261,1.3496666666666666,0.003592592592592592,1.758703703703704,1.269888888888889,0.01414814814814815,1.733074074074074,0.737925925925926,0.8421481481481482,0.03766666666666668,0.6526666666666667,0.02203703703703704,0.022518518518518518,0.7316666666666666,0.5172962962962965,0.1367037037037037,0.014814814814814812,0.022222222222222227,1.0,0.0,1.0,1.0,0.0,0.8222222222222222,0.0,1.0,0.0,0.9370370370370372,0.0,0.7370370370370368,0.0,0.0,0.0,0.12222222222222225,o
F01_022,0.05721014492753624,0.03126811594202899,1.0919202898550724,0.05869565217391304,2.0064130434782608,1.1488768115942032,0.05054347826086957,1.8107246376811592,1.1802173913043477,1.0383695652173914,0.027971014492753632,0.2482971014492753,0.02210144927536232,0.3196739130434782,0.6776086956521739,0.5034057971014494,0.06905797101449276,0.3804347826086957,0.7427536231884059,1.0,0.0,1.0,1.0,0.0,0.7789855072463768,0.2210144927536232,1.0,0.0,0.3043478260869565,0.0,0.14855072463768115,0.12681159420289856,0.11956521739130435,0.0,0.036231884057971016,o
F01_023,0.12873809523809526,0.044880952380952376,1.046904761904762,0.08147619047619048,1.8929047619047608,0.972,0.08442857142857144,1.9229523809523807,1.0125952380952383,1.0488809523809526,0.003761904761904762,0.07914285714285714,0.003619047619047619,0.060166666666666674,0.7653095238095239,0.8297619047619049,0.11469047619047618,0.6238095238095238,0.9047619047619048,1.0,0.0,1.0,1.0,0.0,0.9595238095238092,0.03333333333333333,1.0,0.0,0.2476190476190476,0.0,0.042857142857142864,0.038095238095238085,0.05,0.0,0.09285714285714287,o
F01_024,0.057488584474885834,0.0121689497716895,1.1762557077625562,0.013607305936073058,1.8003424657534248,1.1137442922374428,0.06897260273972601,1.9445662100456629,0.8520319634703196,0.9362100456621006,0.00947488584474886,0.2452968036529681,0.008150684931506851,0.009474885844748858,0.5866894977168948,0.5882420091324203,0.08773972602739727,0.3287671232876712,0.8470319634703197,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.452054794520548,0.0,0.07990867579908675,0.0091324200913242,0.0,0.0,0.0593607305936073,o
F01_025,0.06979166666666665,0.029409722222222226,1.2210763888888891,0.016805555555555556,1.8783333333333327,1.3647916666666664,0.003611111111111111,1.7496180555555558,1.0006944444444443,0.9606944444444444,0.0011458333333333331,0.015451388888888891,0.020347222222222232,0.026006944444444444,0.9904513888888888,0.2929513888888889,0.1715277777777778,0.07291666666666666,0.482638888888889,1.0,0.0,1.0,1.0,0.0,0.9652777777777778,0.05555555555555555,1.0,0.0,0.02430555555555556,0.0,0.3055555555555556,0.06944444444444445,0.041666666666666664,0.0,0.13541666666666666,o
F01_026,0.053949771689497716,0.021575342465753426,1.0987899543378994,0.028926940639269413,1.9284931506849312,1.2691780821917813,0.02139269406392694,1.8366894977168948,1.0806849315068492,1.157808219178082,0.00764840182648402,0.02381278538812785,0.04196347031963472,0.07141552511415525,1.0290410958904113,0.28680365296803656,0.10671232876712324,0.22831050228310504,0.7762557077625573,1.0,0.0,1.0,1.0,0.0,1.0,0.1095890410958904,1.0,0.0,0.0,0.00684931506849315,0.3926940639269407,0.0,0.0,0.0,0.0593607305936073,x
F01_027,0.11211111111111112,0.029095238095238094,1.1618888888888894,0.013619047619047616,1.8664285714285715,1.188063492063492,0.05044444444444444,2.056222222222222,0.9346031746031752,1.1159841269841269,0.005460317460317461,0.044444444444444425,0.013428571428571423,0.0008095238095238098,0.9938253968253968,0.4218888888888889,0.0973492063492064,0.5587301587301587,0.7555555555555555,1.0,0.0,1.0,1.0,0.0,1.0,0.0031746031746031746,1.0,0.0,0.03333333333333333,0.0,0.3714285714285714,0.1253968253968254,0.030158730158730163,0.0,0.06190476190476193,o
F01_028,0.10411949685534594,0.03974842767295597,1.2791194968553459,0.002389937106918239,1.818223270440252,1.2624371069182394,0.1098899371069183,2.1238993710691823,0.8384433962264153,1.0308018867924529,0.008223270440251573,0.4155503144654088,0.02926100628930818,0.0005817610062893082,0.8693867924528298,0.4166981132075471,0.11638364779874215,0.5974842767295597,0.6116352201257861,1.0,0.0,1.0,1.0,0.0,1.0,0.018867924528301886,1.0,0.0,0.6965408805031444,0.007861635220125786,0.9276729559748428,0.06761006289308176,0.03616352201257862,0.0,0.0927672955974843,o
F01_029,0.030853333333333337,0.01104,1.2959333333333336,0.0,1.7592533333333331,1.6394799999999998,0.03271999999999998,1.8947333333333327,0.7973999999999998,1.0810266666666668,0.00872,0.2886933333333335,0.019439999999999995,0.0005466666666666667,0.7579466666666668,0.1578133333333334,0.14256000000000005,0.03866666666666667,0.02,1.0,0.0,1.0,1.0,0.0,1.0,0.0066666666666666645,1.0,0.0,0.4759999999999999,0.0,0.952,0.010666666666666666,0.0,0.0,0.08533333333333336,x
F01_030,0.05340659340659341,0.01886446886446887,1.2725457875457882,0.0009340659340659342,1.7164835164835173,1.5554029304029302,0.03051282051282051,1.9296520146520144,0.7626739926739927,1.0506043956043958,0.014761904761904756,0.19221611721611734,0.031190476190476192,0.0013919413919413915,0.7324725274725273,0.11032967032967034,0.15113553113553116,0.1025641025641026,0.11721611721611724,1.0,0.0,1.0,1.0,0.0,0.9816849816849818,0.0,1.0,0.0,0.2380952380952381,0.0,0.9450549450549448,0.029304029304029307,0.014652014652014654,0.0,0.09523809523809523,x
F01_033,0.2809039548022599,0.07090395480225987,1.2773446327683615,0.030847457627118637,1.9006779661016944,1.3106214689265534,0.09014124293785312,2.609971751412428,0.8703954802259888,1.3298870056497178,0.11519774011299436,0.8701412429378527,0.1007909604519774,0.032937853107344636,1.0687570621468925,0.5205649717514126,0.10960451977401132,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.01694915254237288,1.0,0.09322033898305083,0.01694915254237288,0.0,0.09322033898305083,o
F01_034,0.16582125603864736,0.03879227053140095,1.1287922705314013,0.0021739130434782613,1.7464251207729469,1.4485265700483088,0.12236714975845413,2.1935265700483093,0.7268599033816425,1.2666425120772948,0.04217391304347826,0.8338164251207733,0.2691062801932367,0.03925120772946858,0.6515700483091788,0.4456038647342995,0.06642512077294685,0.6014492753623188,0.5748792270531401,1.0,0.0,1.0,1.0,0.0,0.7367149758454106,0.0,1.0,0.0,0.9227053140096618,0.2608695652173913,1.0,0.0,0.0,0.0,0.05314009661835749,x
F01_036,0.5771333333333334,0.07743333333333331,1.3331666666666666,0.021466666666666658,1.1595,1.1570666666666671,0.0010666666666666665,2.082933333333333,0.17393333333333338,1.312766666666667,0.5127333333333334,1.384366666666667,0.07183333333333332,0.0,0.2305333333333333,0.3518000000000001,0.06763333333333332,1.0,0.8033333333333332,1.0,0.0,0.02333333333333333,1.0,0.0,0.59,0.0,1.0,0.19,1.0,0.0,0.9733333333333334,0.0,0.0,0.0,0.08666666666666667,x
F01_037,0.5040096618357489,0.08299516908212558,1.3540821256038649,0.04615942028985507,1.2328502415458942,1.2030917874396134,0.014710144927536231,2.011231884057972,0.20386473429951688,1.052608695652174,0.2600724637681159,0.9801449275362314,0.10449275362318844,0.0,0.3722705314009662,0.3773188405797102,0.06256038647342996,0.8768115942028984,0.7294685990338163,1.0,0.0,0.11594202898550725,1.0,0.0,0.8285024154589373,0.0,0.9661835748792268,0.021739130434782608,0.9879227053140096,0.007246376811594203,0.8357487922705314,0.0,0.0,0.0,0.08937198067632851,x
F01_038,0.12770975056689335,0.007165532879818595,1.153990929705215,0.03941043083900226,1.3886167800453515,1.4805782312925173,0.03439909297052155,1.7187641723356015,0.5096598639455782,0.782052154195011,0.08407029478458053,0.3104081632653062,0.12070294784580488,0.009727891156462585,0.2340136054421769,0.10507936507936506,0.11882086167800453,0.427437641723356,0.4580498866213152,0.9569160997732424,0.012471655328798185,0.5498866213151928,1.0,0.0,0.7732426303854875,0.0,0.8786848072562358,0.33446712018140595,0.4886621315192744,0.03968253968253968,0.8900226757369615,0.018140589569160998,0.021541950113378682,0.0,0.029478458049886618,x
F01_039,0.026520467836257302,0.0025730994152046785,0.9706432748538014,0.023830409356725143,1.416754385964912,1.5560818713450295,0.05885964912280703,1.5987426900584796,0.7353801169590641,0.796666666666667,0.07269005847953215,0.3534210526315789,0.044795321637426916,0.03754385964912281,0.06195906432748539,0.06304093567251462,0.07883040935672514,0.017543859649122806,0.04093567251461989,0.6169590643274854,0.008771929824561403,0.5116959064327485,1.0,0.0,0.9795321637426899,0.04093567251461989,1.0,0.8596491228070176,0.42105263157894735,0.0,0.9152046783625728,0.0,0.0,0.0,0.032163742690058485,x
F01_040,0.00012738853503184718,0.0005414012738853502,0.7276326963906583,0.10022292993630573,1.3698832271762211,1.6650106157112532,0.04156050955414009,1.4183864118895966,0.761210191082803,0.6236518046709134,0.014522292993630566,0.2909447983014863,0.04099787685774945,0.21286624203821644,0.06374734607218681,0.028121019108280253,0.05873673036093417,0.0,0.03609341825902335,0.9203821656050956,0.0,0.3428874734607219,1.0,0.0,0.8237791932059448,0.022292993630573247,1.0,0.7813163481953291,0.2834394904458598,0.0,0.14012738853503187,0.0,0.006369426751592357,0.0,0.0,x
F01_041,0.0,0.0003571428571428572,0.7627619047619049,0.055476190476190484,1.5020714285714294,1.7376666666666662,0.04764285714285715,1.4415476190476195,0.8304523809523806,0.5830000000000002,0.001119047619047619,0.1036666666666666,0.01421428571428572,0.1877857142857143,0.17761904761904762,0.03457142857142858,0.048904761904761895,0.0,0.0071428571428571435,0.9761904761904762,0.0,0.9404761904761906,1.0,0.0,0.9952380952380953,0.028571428571428567,1.0,0.7261904761904763,0.0,0.0,0.4357142857142857,0.0,0.0,0.0,0.0,x
F01_042,0.0,3.816793893129771e-05,0.9519338422391856,0.01087786259541985,1.534236641221374,1.7805470737913491,0.054045801526717535,1.6883842239185758,0.8613358778625959,0.7643893129770991,0.008829516539440202,0.11386768447837145,0.009414758269720096,0.029262086513994912,0.39790076335877855,0.07992366412213739,0.042442748091603054,0.0,0.23664122137404586,1.0,0.0,0.7391857506361322,1.0,0.0,0.9783715012722646,0.0,1.0,0.5127226463104327,0.015267175572519085,0.0,0.703562340966921,0.0,0.0,0.0,0.0,x
F01_043,0.016393034825870647,0.005174129353233832,0.8818656716417911,0.040945273631840785,1.353507462686567,1.747089552238806,0.0020895522388059704,1.4556716417910447,0.8417412935323384,0.8898756218905476,0.006641791044776121,0.26997512437810955,0.09850746268656717,0.33467661691542305,0.09813432835820897,0.11512437810945272,0.030472636815920395,0.08208955223880597,0.6915422885572139,0.9601990049751244,0.0,0.07711442786069653,1.0,0.0,0.19402985074626866,0.0,1.0,0.07711442786069653,0.29353233830845765,0.0671641791044776,0.01492537313432836,0.049751243781094516,0.03482587064676617,0.0,0.0,x
F01_044,0.03330985915492958,0.001408450704225352,1.1017840375586854,0.02504694835680752,1.4478638497652585,1.5853755868544606,0.014272300469483568,1.6782629107981222,0.8861737089201877,1.0004694835680752,0.01387323943661972,0.19734741784037552,0.16124413145539904,0.12422535211267614,0.15525821596244133,0.11246478873239432,0.030492957746478862,0.4577464788732394,0.948356807511737,1.0,0.0,0.15258215962441316,1.0,0.0,0.2934272300469484,0.0,1.0,0.0,0.16431924882629104,0.11971830985915492,0.0868544600938967,0.10093896713615022,0.11971830985915492,0.0,0.0,x
F01_045,0.03437710437710437,0.005875420875420877,1.0760269360269359,0.04121212121212122,1.3993097643097645,1.5818855218855223,0.01070707070707071,1.620370370370371,0.7337542087542089,0.7748989898989903,0.027962962962962967,0.2521548821548822,0.08614478114478114,0.030404040404040406,0.14572390572390567,0.19720538720538724,0.08904040404040406,0.3181818181818182,0.7643097643097642,0.9932659932659934,0.0,0.2289562289562289,1.0,0.0,0.4377104377104377,0.0,0.952861952861953,0.3080808080808081,0.1936026936026936,0.0,0.07744107744107744,0.018518518518518517,0.03367003367003367,0.0,0.0,x
F01_046,0.09656028368794324,0.0024645390070921988,1.220531914893617,0.01510638297872341,1.384343971631206,1.4484042553191492,0.02117021276595744,1.8235106382978727,0.8312234042553195,1.112163120567376,0.07485815602836877,0.344645390070922,0.10689716312056738,0.07429078014184398,0.08852836879432625,0.10937943262411348,0.03381205673758865,0.8351063829787234,1.0,1.0,0.0,0.01950354609929078,1.0,0.0,0.2304964539007092,0.0,1.0,0.04787234042553192,0.5177304964539006,0.05851063829787233,0.062056737588652475,0.058510638297872335,0.0,0.0,0.0,x
F01_048,0.08065359477124184,0.0039215686274509795,1.1268954248366014,0.040816993464052286,1.2742156862745098,1.5913071895424833,0.024607843137254903,1.7029084967320265,0.6810784313725492,0.8594117647058822,0.07503267973856208,0.3020588235294118,0.0523529411764706,0.028366013071895426,0.13022875816993465,0.1830065359477124,0.013235294117647059,0.6143790849673202,0.9803921568627452,1.0,0.0,0.0,1.0,0.0,0.00326797385620915,0.0,1.0,0.0849673202614379,0.2287581699346405,0.04901960784313725,0.0196078431372549,0.06209150326797385,0.06535947712418301,0.0,0.0,x
F01_049,0.10555999999999999,0.009239999999999998,1.1142533333333335,0.03402666666666666,1.4352533333333335,1.377013333333334,0.031999999999999994,1.7369333333333337,0.7745733333333333,0.9121200000000004,0.03410666666666667,0.2588533333333332,0.09412000000000004,0.04898666666666667,0.2094266666666668,0.2070533333333334,0.08365333333333333,0.7226666666666666,0.8680000000000001,0.98,0.0,0.17333333333333334,1.0,0.0,0.24266666666666664,0.0013333333333333333,0.984,0.0,0.3506666666666667,0.021333333333333333,0.2146666666666668,0.02,0.036000000000000004,0.0,0.0,x
F01_050,0.17036458333333335,0.01046875,1.2314973958333328,0.032031250000000004,1.6088671875,1.4649348958333337,0.026731770833333345,2.0114062500000003,0.8249088541666666,0.8971614583333332,0.04390625,0.2431770833333333,0.05015624999999998,0.006236979166666668,0.6101562499999998,0.4827604166666668,0.08259114583333332,0.7213541666666666,0.7408854166666667,1.0,0.0,0.5299479166666666,1.0,0.0,0.8958333333333333,0.0859375,0.9752604166666669,0.07161458333333334,0.29427083333333337,0.0,0.5716145833333334,0.059895833333333336,0.07552083333333334,0.0,0.03515625,x
