,0,1,2,3,4,5,6,7
0,4.0,7.0,167.0,6.0,2.0,9.0,6.0,6.0
1,8.0,7.0,217.0,7.0,7.0,4.0,2.0,5.0
2,2.0,138.0,5.0,5.0,2.0,3.0,6.0,6.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,1.0,1.0,11.0,0.0,2.0,2.0,0.0,1.0
7,0.0,0.0,29.0,0.0,1.0,0.0,1.0,1.0
8,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0
9,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10,1.0,18.0,1.0,2.0,0.0,0.0,0.0,2.0
11,17.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0
12,6.0,9.0,214.0,8.0,5.0,6.0,15.0,7.0
13,7.0,5.0,222.0,3.0,6.0,4.0,3.0,2.0
14,5.0,4.0,186.0,8.0,2.0,3.0,4.0,5.0
15,4.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
16,3.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
17,1.0,0.0,12.0,2.0,2.0,0.0,0.0,0.0
18,3.0,3.0,172.0,6.0,5.0,3.0,9.0,13.0
19,10.0,13.0,317.0,10.0,7.0,7.0,10.0,12.0
20,8.0,6.0,9.0,6.0,5.0,234.0,3.0,8.0
21,7.0,7.0,6.0,200.0,7.0,4.0,4.0,7.0
22,18.0,494.0,23.0,15.0,15.0,16.0,21.0,111.0
23,839.0,19.0,31.0,18.0,29.0,21.0,23.0,35.0
