name,d,v,t,f,label
1902F2001_012,5.169229106035566,5.4580543960562595,5.032969180017673,4.898457683880777,5.6
1902F2001_015,5.083874928196705,5.175184514701897,4.753099848515248,5.1390419233174,5.8
1902F2001_021,5.027628554557143,5.003178637891167,4.753099848515248,4.856817927641476,5.0
1902F2001_031,4.8171661300237165,4.623546567113209,4.753099848515248,4.60414924240776,5.0
1902F2001_043,5.226042796740585,4.904180821955732,4.9430051187093165,4.6120835838032574,4.8
1902F2001_058,5.022004599402604,4.979306204142608,5.044957985019863,4.922045598880998,4.8
1902F2001_059,4.958049606788511,5.54691420041471,5.022363736539084,4.877021106840045,5.4
1902F2001_071,5.121130394157345,5.382762773411441,5.017590276879835,4.8077178079408,4.8
1902F2001_089,5.437902441083709,5.626524180112027,5.175940066840838,5.171183983942325,5.6
1902F2001_102,4.916012949695765,4.634443082291393,4.753099848515248,4.6484188065686025,4.6
1902F2002_003,5.2550385629071705,5.265780381582627,4.8899997745935115,4.933267009928649,4.6
1902F2002_009,5.00593989696592,4.9635755201890355,4.964809602545116,4.599036766060428,4.8
1902F2002_023,5.437611161274149,5.317084046527058,5.2584755796677936,5.148374860231439,5.2
1902F2002_025,5.140881526214531,4.935974877083361,5.047487066244447,4.80889150472917,5.2
1902F2002_045,5.352175195350998,5.642054089057094,5.161605771314035,5.163028182002006,5.6
1902F2002_051,5.003123179162519,4.807759414218577,4.976315951807459,4.72824029175595,5.0
1902F2002_052,4.910474159046519,4.839231091090128,4.95534047727567,4.882184760134336,5.6
1902F2002_068,4.994101532315443,5.204315518832416,4.7544975780299605,4.9041975802417515,5.0
1902F2002_094,4.996446137525762,4.673300209199613,4.879675984647138,4.813956042835202,4.8
1902F2002_095,5.059263626379057,4.779493589584604,4.839371134398134,4.913706939223989,5.0
1902F3001_003,4.971277340973671,4.889774873258967,4.663708415686297,5.02798628035193,5.4
1902F3001_009,5.152716431207118,4.9295212297301925,5.020497533427298,5.114424278494092,5.6
1902F3001_017,4.8562423140901085,5.268312858879437,4.823852505957614,4.795848535882826,4.8
1902F3001_018,5.164339174345847,4.692463952930639,4.903993206066399,4.532610040834247,4.6
1902F3001_028,4.978941266671304,5.326573157957172,4.872401068624514,4.691774169098428,5.4
1902F3001_033,5.3526221821734,4.721081137759693,5.190160942051983,4.851279834020247,4.8
1902F3001_036,5.20983245380528,5.538281377477134,4.9316885641941965,4.979066780255147,5.4
1902F3001_056,5.1009802837809515,4.900946480596603,4.74384563377849,4.917943749809011,4.6
1902F3002_003,5.179711284013527,4.868846451624122,5.1163975804292505,5.2186077520981256,4.8
1902F3002_009,5.0228725237291165,4.850834522967541,4.72907210124745,4.915106090844372,6.2
1902F3002_011,5.219378227255148,5.496323085240881,5.078318581560921,5.136413805741721,6.0
1902F3002_023,5.07031177994012,5.181339149217789,5.024413243129645,4.757184136658131,5.0
1902F3002_024,5.3582523754916735,4.991926226197217,5.1306373822665785,4.664039873340798,5.2
1902F3002_025,5.076861869232274,5.2298680552046894,5.079157865940372,5.0990098637670584,4.8
1902F3002_027,4.948209567642425,4.582971664981262,4.72907210124745,5.040986648582806,4.8
1902F3002_028,5.454601837620665,5.06102135687221,5.384156162871357,4.902690108859609,5.0
