name,d,v,t,f,label
1902F2001_013,4.250077084329593,4.09850838908626,4.197857284824227,4.164266405334824,4.6
1902F2001_030,4.249810752214765,3.9093261390520864,4.197857284824227,4.245683135971762,4.6
1902F2001_035,3.8430011314536756,3.885746282831609,4.197857284824227,4.072947071799176,4.0
1902F2001_039,3.8286168063764707,3.8539061403616204,4.197857284824227,4.125322271723157,4.2
1902F2001_041,3.826947015499546,4.115024067512092,3.8792196355469786,4.004414048424633,3.4
1902F2001_050,4.205135271352546,3.7329581169984625,4.197857284824227,4.0397121118177095,4.2
1902F2001_053,4.010433985280755,3.780399993535311,4.197857284824227,3.957544144411933,3.8
1902F2001_067,3.989902032804742,3.954119557730434,4.197857284824227,4.067906521664943,3.8
1902F2001_073,4.133941157898992,4.2907601579606975,4.197857284824227,4.045125526077138,4.0
1902F2001_075,3.8467560758886354,3.890217075315141,4.197857284824227,4.079238868519496,4.2
1902F2001_086,4.001877504481526,3.9947222693528643,4.197857284824227,3.980613779396476,4.2
1902F2001_088,3.9948971294809597,4.037581112865974,4.197857284824227,4.028058956543289,4.0
1902F2001_090,3.8286168063764707,3.9076782190402253,4.197857284824227,4.0747352897699045,4.4
1902F2001_092,3.8286168063764707,3.765823051363213,4.197857284824227,4.010439425642723,4.0
1902F2001_097,3.9701303392876284,4.06478202831071,4.197857284824227,3.9241804519624788,4.4
1902F2001_101,4.025133180734416,4.0520491270177,4.197857284824227,4.1008436026461075,3.8
1902F2002_013,3.986304891629675,4.213828610997208,4.055842383146216,4.244281739042104,4.0
1902F2002_026,3.86189739741416,3.9675474968479216,4.055842383146216,4.167377466046401,4.0
1902F2002_030,4.227084964789742,3.8918902180213912,4.175264891404075,4.169217887797074,4.4
1902F2002_034,4.275050901759844,4.29771618802355,4.055842383146216,3.9177185025366317,4.4
1902F2002_039,4.306037149003195,4.148706127252891,4.055842383146216,3.9747808000233156,4.4
1902F2002_048,3.986304891629675,4.11507916942363,4.055842383146216,4.117938082223723,4.6
1902F2002_057,4.288339888863047,4.383080935872387,4.055842383146216,4.115495843568846,4.2
1902F2002_067,4.08455879660794,4.017985471994328,4.055842383146216,4.187774079360757,4.0
1902F2002_070,4.129498519928463,4.199750354560296,4.055842383146216,3.994508011212374,3.8
1902F2002_087,4.327414834869894,4.15129638785724,4.055842383146216,3.993710017426098,4.8
1902F2002_090,4.291523624760911,4.236071631412539,4.055842383146216,4.154372823278711,4.6
1902F2002_092,4.32167182174507,4.2960520931986705,4.055842383146216,4.078335890585409,4.8
1902F2002_093,3.910768528150446,4.039675875027415,4.055842383146216,3.972952331161346,4.0
1902F3001_007,4.094791366987847,4.418824930782195,3.9979051090360125,4.228831205457873,4.2
1902F3001_013,4.4176874845855245,4.100006827993475,3.9979051090360125,4.175124342928278,3.8
1902F3001_019,4.101511833982142,4.078486665432165,3.9979051090360125,4.052497137391728,2.8
1902F3001_038,4.106977573264662,3.992712557529226,3.9979051090360125,4.04879400861982,4.2
1902F3001_040,4.05876395619868,4.01605069488453,3.9979051090360125,4.166033283203375,3.6
