,0,1,2,3,4,5,6,7
0,5.0,3.0,170.0,2.0,2.0,1.0,1.0,3.0
1,5.0,3.0,238.0,2.0,2.0,2.0,6.0,2.0
2,6.0,3.0,181.0,2.0,1.0,2.0,0.0,2.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,1.0,1.0,10.0,0.0,0.0,0.0,0.0,1.0
7,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0
8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0
9,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0
11,0.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0
12,3.0,5.0,306.0,6.0,4.0,4.0,4.0,4.0
13,1.0,5.0,233.0,5.0,7.0,3.0,1.0,3.0
14,0.0,1.0,100.0,1.0,5.0,1.0,1.0,0.0
15,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
16,34.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0
17,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0
18,3.0,6.0,195.0,5.0,4.0,2.0,4.0,6.0
19,4.0,3.0,2.0,5.0,394.0,7.0,6.0,1.0
20,266.0,5.0,6.0,3.0,3.0,4.0,6.0,4.0
21,2.0,1.0,4.0,224.0,4.0,3.0,4.0,3.0
22,2.0,34.0,423.0,3.0,12.0,9.0,8.0,83.0
23,1027.0,16.0,13.0,9.0,12.0,11.0,16.0,10.0
