,0,1,2,3,4,5,6,7
0,9.0,7.0,300.0,5.0,11.0,9.0,7.0,8.0
1,15.0,7.0,427.0,9.0,10.0,11.0,10.0,12.0
2,4.0,6.0,330.0,14.0,6.0,3.0,10.0,11.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,2.0,54.0,3.0,1.0,3.0,2.0,3.0
7,137.0,6.0,2.0,2.0,4.0,2.0,5.0,4.0
8,2.0,1.0,1.0,2.0,0.0,35.0,2.0,0.0
9,11.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
10,2.0,85.0,3.0,4.0,2.0,2.0,3.0,0.0
11,0.0,0.0,1.0,3.0,0.0,0.0,0.0,49.0
12,12.0,6.0,190.0,10.0,14.0,11.0,13.0,16.0
13,31.0,25.0,746.0,18.0,26.0,20.0,20.0,16.0
14,12.0,12.0,631.0,17.0,24.0,19.0,17.0,15.0
15,9.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
16,47.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0
17,3.0,2.0,1.0,64.0,1.0,0.0,3.0,2.0
18,7.0,9.0,378.0,7.0,15.0,12.0,11.0,7.0
19,23.0,8.0,11.0,15.0,9.0,14.0,8.0,666.0
20,5.0,3.0,5.0,9.0,377.0,9.0,4.0,7.0
21,15.0,600.0,13.0,9.0,14.0,15.0,28.0,21.0
22,1450.0,30.0,36.0,25.0,29.0,33.0,33.0,28.0
23,19.0,17.0,19.0,865.0,20.0,25.0,17.0,19.0
