,0,1,2,3,4,5,6,7
0,6.0,8.0,324.0,5.0,11.0,6.0,9.0,5.0
1,7.0,14.0,415.0,11.0,5.0,12.0,7.0,12.0
2,13.0,14.0,335.0,9.0,8.0,7.0,8.0,8.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,10.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0
7,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0
8,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0
9,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0
10,0.0,13.0,1.0,0.0,1.0,1.0,0.0,1.0
11,0.0,12.0,0.0,0.0,1.0,1.0,1.0,0.0
12,13.0,14.0,340.0,18.0,12.0,23.0,11.0,12.0
13,16.0,13.0,415.0,14.0,16.0,31.0,15.0,11.0
14,14.0,5.0,161.0,10.0,9.0,5.0,4.0,9.0
15,5.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
16,29.0,1.0,2.0,1.0,1.0,0.0,4.0,2.0
17,21.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0
18,10.0,13.0,410.0,5.0,10.0,9.0,10.0,5.0
19,11.0,8.0,12.0,16.0,15.0,555.0,12.0,9.0
20,12.0,13.0,559.0,12.0,10.0,12.0,11.0,14.0
21,608.0,16.0,12.0,13.0,14.0,19.0,14.0,11.0
22,28.0,1256.0,29.0,23.0,26.0,30.0,32.0,29.0
23,1950.0,27.0,35.0,39.0,40.0,32.0,37.0,46.0
